UT,英文姓名,中文姓名,作者顺序
001106144200001,Gu, Mengyao,,3
001106144200001,Zhang, Xiaojuan,张小娟,4
001108429900001,Hu, Xuemin,胡学敏,2
000901807000002,Chen, Miao,陈淼,5
000848656400005,Luo, Ronghua,罗荣华,4
000770045800212,Luo, Ronghua,罗荣华,1
000770045800212,Meng, Chao,孟超,3
000770045800212,Zhang, Xu,张旭,4
000610188400001,Chen, Zhengyu,陈正宇,2
000610188400001,Hu, Guobing,胡国兵,3
000469166400005,Wang, Jian,汪建,1
000469166400005,Li, Yunxia,李云霞,2
000442519900001,Wang, Zhongwei,王忠伟,1
000358303700002,Wang, Zhongwei,王忠伟,1
001712841500042,Dai, Wei,戴薇,2
001499328200001,Xue, Mei,薛媚,8
001390681500001,Wei, Guanghua,魏广华,2
001289096100001,Zhang, Leng,张冷,5
001016907400001,Wang, Chishe,王池社,1
001016907400001,Wang, Jie,王洁,3
000481451700003,Sun, Fei-yan,孙菲艳,1
000481451700003,Hu, Guo-bing,胡国兵,3
000481451700003,Shen, Qian-yan,沈乾彦,4
001614868500001,Lin, Qing,林青,1
001614868500001,Zhang, Rui,张睿,2
001614868500001,Zhang, Xiujuan,,3
001614868500001,Li, Shuang,,4
001614868500001,Shao, Longbo,,5
001614868500001,Dai, Junhao,,6
001614868500001,Zhao, Yuan,赵媛,8
001614868500001,Wang, Zhao,王昭,9
001614868500001,Liang, Dong,梁栋,10
001614868500001,Zhang, Xiaojuan,张小娟,11
001579370500003,Zhao, Huiyue,赵慧玥,1
001579370500003,Lin, Qing,林青,3
001579370500003,Shen, Sile,,4
001579370500003,Ye, Yuanfeng,叶原丰,5
001515684700023,Tong, Lili,童丽丽,3
001422005800041,Shi, Hua,石华,1
001422005800041,Wang, Wei,汪玮,4
001057630900085,Wang, Yizhi,王逸之,1
001057630900085,Wang, Bing,,2
001057630900085,Tian, Xiaomin,田小敏,4
001057630900085,Ge, Shanshan,葛珊珊,5
001015724900001,Li, Ming,李铭,1
000833996300002,Shan, Xiaofeng,单晓峰,1
000833996300002,Wang, Chishe,王池社,4
000618076700091,Lin, Liu,,1
000595909800006,Wu, Qiuling,吴秋玲,1
000595909800006,Qu, Aiyan,曲爱妍,2
000595909800006,Huang, Dandan,黄丹丹,3
000553773500001,Huang, Yong,黄勇,1
000553773500001,Zhou, Jianjie,,2
000553773500001,Wang, Ruixue,王瑞雪,4
000550891100004,Cheng, Renxiang,程任翔,1
000464740600007,Li, J. E.,李金娥,1
000422823400001,Zhang, Xiaojuan,张小娟,1
000422823400001,Cai, Wenbin,,2
000422823400001,Hao, Lingyun,郝凌云,3
000422823400001,Feng, Suli,,4
000422823400001,Lin, Qing,林青,5
000374122600004,Wang, Zhongwei,王忠伟,2
000333874700013,Luo, Yuwei,罗羽洧,1
000333874700013,Hao, Zhenping,郝振萍,3
000333874700013,Jin, Xiaoxiao,金潇潇,4
000333874700013,Wang, Qian,王茜,5
000304689400001,Luo, Yuwei,罗羽洧,1
001650420100020,Hu, Guobing,胡国兵,1
001650420100020,Yang, Li,杨丽,3
001650420100020,Zhao, Pinjiao,赵嫔姣,5
001619686700001,Liang, Dong,梁栋,1
001619686700001,Zhang, Jin,张金,3
001619686700001,Lu, Ningning,,4
001619686700001,Jiang, Xingcheng,,5
001490261700001,Jiang, Yue,姜悦,7
000959304300021,Liu, Xiao-meng,刘小萌,1
000959304300021,Zhang, Ying-quan,张颖泉,2
000870622800002,Deng, Yaling,邓亚玲,1
000870622800002,Xu, Yu,许煜,2
000870622800002,LiYu, Wencheng,,4
000870622800002,Wang, Yuxin,,5
000870622800002,Yang, Zhong,杨忠,6
000600902800001,Zhang, Leng,张冷,1
000600902800001,Wu, Kongping,吴孔平,2
000600902800001,Yu, Jing,,3
000600902800001,Yu, Yongyi,,4
000431486400013,Hu, Xingliu,胡兴柳,1
000431486400013,Yang, Zhong,杨忠,4
000407489200012,Su, Shoubao,苏守宝,1
000407489200012,Guo, Haifeng,郭海凤,2
000407489200012,Tian, Haimei,田海梅,3
000407489200012,Wu, Gang,吴刚,4
000388886400001,Zhu, Jun,朱俊,1
000388886400001,Su, Shoubao,苏守宝,3
000388886400001,Chang, Zinan,常子楠,4
000365769800132,Zhu, J.,朱杰,1
000352994600002,Wang, Zhongwei,王忠伟,1
000352994600002,Zhang, Guoyin,张国印,2
001736675900001,Fan, Chang-Chun,范长春,2
001523023000001,Lv, Lelin,吕乐琳,2
001453922600001,Wang, Chunmeng,王春萌,2
000821042300001,Hu, Xingliu,胡兴柳,1
000821042300001,Si, Haifei,司海飞,2
000821042300001,Ye, Quanyi,叶全意,3
000821042300001,Zhang, Yan,张燕,4
000768699000001,Wei, Xiaoyin,魏潇吟,1
000768699000001,Huang, Yanyan,黄艳艳,4
000797444700001,Cao, Ke,曹珂,1
000509492400135,Hu, Xingliu,胡兴柳,1
000509492400135,Si, Haifei,司海飞,2
000575886300001,Xu, Qin,徐琴,1
000575886300001,Ding, Kaimeng,丁凯孟,3
000490596900015,Huang Dandan,黄丹丹,1
000458167800020,Tao, Yonghui,陶永会,1
000458167800020,Zang, Xian,臧娴,2
000458167800020,Wang, Can,王灿,3
000449511200004,Qin, Runhua,秦润华,1
000449511200004,Hao, Lingyun,郝凌云,2
000449511200004,Li, Juan,李娟,3
000449511200004,Zhu, Yuting,,4
000449511200004,Qi, Zhaoyin,,5
000445503600005,Chen, Xiaoyun,陈晓云,1
000417513600022,Zhu, Limei,朱丽梅,5
000417513600022,Luo, Fengxia,罗凤霞,6
000329952500171,Wu, En,吴恩,2
000292912900005,Zhang, Xiaojuan,张小娟,2
001612879200001,Li, Jinping,李金萍,1
001597889200001,Yang, Yun,杨昀,1
001597889200001,Liu, Hong,刘宏,2
001585836900002,Liu, Z.,刘震,1
001585836900002,Wang, R. X.,王瑞雪,3
001387299400001,Ye, Jing,叶晶,2
001301314300001,Zhou, Liying,周黎英,1
000916378100001,Liang, Dong,梁栋,2
000806034300001,Gu, Ting-Ting,顾婷婷,1
000806034300001,Cai, Rongrong,蔡蓉蓉,3
000838479100033,Liu, Jing,刘静,3
000830355700003,Lin Qing,林青,1
000830355700003,Liu Miao-Miao,,2
000830355700003,Wu Xi-Hang,,3
000830355700003,Wang Yuan-Yuan,汪园园,5
000830355700003,Hu Xue-Min,胡学敏,6
000830355700003,Wang Wei,汪玮,7
000830355700003,Zhang Xiao-Juan,张小娟,8
000751370100008,Shen, Qianyan,沈乾彦,1
000751370100008,Sun, Feiyan,孙菲艳,3
000729955800001,Shi, Weiyuan,时维元,1
000729955800001,Jiang, Jin,姜劲,2
000729955800001,Ju, Quanyong,鞠全勇,4
000496665100017,Zhang, Ping,张萍,2
000299010100011,Zhang, Xiaojuan,张小娟,3
000257124100006,Mo, Xiao-Hui,莫晓晖,3
001691411600006,Ding, Xinjian,丁昕健,1
001691411600006,Cui, Kaiwen,崔凯雯,2
001691411600006,Ding, Qun,,5
001734873200001,Liu, Jing,刘静,1
001734873200001,He, Li,,2
001734873200001,Wang, Hua,,3
001523023800001,Wang, Yun,王耘,4
001123045600001,Yang, Li,杨丽,1
001123045600001,Hu, Guobing,胡国兵,2
000838634700002,Cheng, Renxiang,程任翔,1
000489300400007,Wang, Zhongwei,王忠伟,2
000456871900004,Wang, Sa-Ke,汪萨克,3
000460557200001,Wang, Chishe,王池社,3
000427527600006,Wang, Haoli,王昊利,1
000439799700001,Zhang, Jin,张金,1
000316212900005,Luo, Yu-Wei,罗羽洧,1
001733933500001,Tang, Qian,唐倩,1
001733933500001,Wang, Chuang,,2
001733933500001,Wang, Yu,王预,3
001733933500001,Mao, Huihua,茅慧华,4
001733933500001,Deng, Kaidong,邓凯东,5
001733933500001,Zhang, Minyang,张民扬,7
001507799100001,Zhang, Bo,张波,1
001507799100001,Gu, MengJiao,,3
001332457600001,Yang, Huizhen,杨慧珍,2
001061045800001,Hu, Caiping,胡彩平,1
001061045800001,Min, Shiyu,,2
001061045800001,Zhang, Hangchuan,,5
000827296800006,Sun, Luanhong,孙孪鸿,1
000827296800006,Hao, Lingyun,郝凌云,2
000827296800006,Wang, Wei,汪玮,3
000827296800006,Guan, Hangmin,管航敏,4
000827296800006,Tang, Zhengxia,唐正霞,5
000827296800006,Zhao, Yijie,赵毅杰,6
000685333900001,Qin, Runhua,秦润华,1
000685333900001,Hao, Lingyun,郝凌云,2
000685333900001,Liu, Qiutan,,3
000685333900001,Ju, Junying,,4
000685333900001,Qi, Zhaoyin,,5
000554856100001,He, Yan,何燕,3
000517216700003,Wang, Sake,汪萨克,1
000490490300007,Zhang, Jin,张金,1
000490490300007,Chen, Kai,陈恺,3
000490490300007,Gao, Yingjie,高英杰,5
000441364500057,Zhu, Jun,朱俊,1
001720670000001,Sun, Luanhong,孙孪鸿,6
000509492400138,Si, Haifei,司海飞,1
000509492400138,Hu, Xingliu,胡兴柳,2
000425789200002,Hu, Yong,胡勇,1
000425789200002,Zhao, Hai-Feng,赵海峰,2
000425789200002,Wang, Zhi-Gang,王智钢,3
000324996300001,Shao, Fei,邵斐,1
000291780700031,Dong, Tao,,2
001692212300001,Yan, Hui,严慧,1
001692212300001,Zheng, Wei,郑玮,3
001345876000082,Wang, Yizhi,王逸之,1
001345876000082,Ma, Fengyuan,,2
001345876000082,Tian, Xiaomin,田小敏,3
001345876000082,Chen, Weina,陈维娜,4
001345876000082,Ge, Shanshan,葛珊珊,6
000867289000001,Yin, Juan,尹娟,1
000867289000001,Yang, Zhong,杨忠,2
000693232300016,Zhang, Yan,张燕,3
000656490200007,Su, Shoubao,苏守宝,1
000656490200007,Zhai, Zhaorui,,2
000656490200007,Wang, Chishe,王池社,3
000656490200007,Ding, Kaimeng,丁凯孟,4
000636227000003,Qiu, Shuo,邱硕,2
000462828700001,Wang, Haoli,王昊利,1
000462828700001,Xu, Ming,,2
000432670800001,Wang, Sa-Ke,汪萨克,3
001658618200026,Yang, Haoming,,2
001732666000008,Zheng, Susu,郑苏苏,1
001567490500001,Wang, Yuanyuan,汪园园,1
001567490500001,Shu, Rui,,2
001567490500001,Zhang, Donghao,,3
001567490500001,Wang, Xin,王昕,4
001567490500001,Hong, Haihai,,5
001567490500001,Xu, Minheng,,7
001567490500001,Huang, Peidong,,8
001505152200003,Min, Xu,,1
001505152200003,Cai, Rongrong,蔡蓉蓉,3
001338722700001,Guo, Yanle,郭延乐,7
001341723100001,Li, Liuwen,李刘文,1
001314205200001,Liu, Yuan,刘媛,1
001263910400001,Chen, Qinghua,陈庆华,1
000851709400001,Liu, Jing,刘静,2
000745945300002,Zhang, Donghui,张东徽,1
000491322600001,Tong, Lili,童丽丽,3
000345916400047,Luo, Yuwei,罗羽洧,1
001701245100001,Zou, Lingjun,邹凌君,1
001603912900001,Zhang, Rui,张睿,4
001389167500056,Rong, Zijian,荣子健,1
001116543300001,Wang, Sake,汪萨克,4
001021349300002,Liu, Jingge,刘京鸽,3
000888071900001,Jiang, Yue,姜悦,1
000888071900001,Huang, Yong,黄勇,2
000705907300013,Wei, Pengfei,韦鹏飞,1
000705907300013,Liang, Dong,梁栋,2
000705907300013,Zhang, Xiaojuan,张小娟,4
000705907300013,Ye, Yuanfeng,叶原丰,5
000705907300013,Peng, Xu,,6
000705907300013,Ji, Jiayan,,7
000705907300013,Xiu, Yirong,,8
000705907300013,Gao, Weixia,,9
000499654600005,Wang, Zhongwei,王忠伟,1
000275422200005,Luo, FengXia,罗凤霞,2
000207507500045,Ren Yongguo,,2
001707052900001,Liu, Zhen,刘震,1
001707052900001,Wang, Ruixue,王瑞雪,3
001634324900001,Liu, Yanan,柳亚男,1
001634324900001,Wang, Suhao,,2
001634324900001,Hou, Tianhao,侯天浩,4
001634324900001,Shen, Jipeng,,5
001634324900001,Wang, Pengfei,,6
001634324900001,Qiu, Shuo,邱硕,7
001634324900001,Ma, Lejun,马乐军,8
001363148900003,Tong, Lili,童丽丽,3
001302390900001,Lin, Hongwei,林洪伟,2
001026171200004,Tian, Liping,田丽萍,1
001026171200004,Shen, Lingbin,沈令斌,2
000935589000012,Wu, Youlong,吴有龙,1
000935589000012,Yin, Tingting,殷婷婷,3
000884962100002,Liang, Dong,梁栋,1
000884962100002,Zhang, Xiaojuan,张小娟,3
000884962100002,Lin, Qing,林青,4
000783255900004,Li, J. E.,李金娥,2
000674936900003,Hu, Xingliu,胡兴柳,1
000674936900003,Si, Haifei,司海飞,2
000413981300372,Zhang, Jing,张静,1
000400217300019,Guo Yu-fei,郭宇飞,3
000349645900005,Su, Shoubao,苏守宝,2
000309309300002,Chen Zhengyu,陈正宇,1
001523298400040,Wang, Ling,王玲,1
000956946500001,Li, Chaoyue,李超越,1
000956946500001,Yang, Huan,,2
000956946500001,Liu, Sha,刘莎,3
000956946500001,Xu, Lei,徐雷,5
000956946500001,Wang, Zhiling,王志凌,6
000794648700001,Xue, Mei,薛媚,1
000767624200001,Li, J. E.,李金娥,1
000692916800004,Gu, Shanshan,顾姗姗,1
000692916800004,Yang, Zhong,杨忠,4
000692916800004,Wang, Yizhi,王逸之,5
000692916800004,Chen, Weina,陈维娜,6
000692916800004,Yu, Zhenzhong,余振中,7
000609146000014,Zhang, Yan,张燕,1
000609146000014,Yang, Zhong,杨忠,2
000609146000014,Yu, Zhenzhong,余振中,3
000609146000014,Hu, Xingliu,胡兴柳,4
000609146000014,Wang, Yizhi,王逸之,5
000553428900001,Su, Hui,苏慧,2
000501596800123,Lyu, Fei,吕飞,1
000473043000017,Li, Junlin,李俊琳,1
000473043000017,Hao, Lingyun,郝凌云,2
000473043000017,Zhang, Xiaojuan,张小娟,3
000473043000017,Lin, Qing,林青,4
000417117000005,Wang, Yun,王耘,1
000417117000005,Wang, Qian,王茜,2
000417117000005,Hao, Zhen-ping,郝振萍,4
000315380600007,Luo, Yu-Wei,罗羽洧,1
001640923200001,Zhou, Yayu,,3
001515697200006,Tong, Lili,童丽丽,3
001598435100001,Liu, Yanan,柳亚男,1
001598435100001,Cao, Lei,,2
001598435100001,Zhang, Zheng,张正,3
001598435100001,Qiu, Shuo,邱硕,5
001598435100001,Wang, Suhao,,6
001323046600001,Song, Yongsheng,宋永生,1
001323046600001,Wang, Shiao,,3
001323046600001,Li, Jiawei,,4
001312414400001,Sun, Feiyan,孙菲艳,1
001350270600041,Li, Lingsheng,李玲生,1
001264451600023,Liu, Li,刘丽,1
001264451600023,Wang, Hao,汪浩,2
001264451600023,Ding, Tao,丁涛,4
001264451600023,Wu, Min,吴敏,5
000807389000113,Liu, Lin,刘琳,1
000530691100006,Wang, Haoli,王昊利,1
000348487700005,Dai, Shaoyu,戴绍虞,2
001561143100001,Wang, Lingling,王玲玲,3
001406693400001,Liu, Wei,刘伟,4
001368129200001,Liu, Wei,刘伟,3
000945606000001,Zhu, Xianjun,朱咸军,2
000945606000001,Wang, Liping,,3
000941610800001,Yang, Huizhen,杨慧珍,3
000753139100001,Zhao, Pin-Jiao,赵嫔姣,1
000753139100001,Hu, Guo-Bing,胡国兵,2
000695646700022,Zhou Jinyu,周金宇,3
000379130500281,Zhang, P. Y.,,1
000354386100017,Chen Zhengyu,陈正宇,3
000354386100017,Wang Qianqian,王倩倩,4
000327546400066,Zhang, Zhicheng,张志成,1
000327546400066,Dai, Dingzhen,戴鼎震,3
000318864400020,Zhang, C. Q.,张长青,2
001604841700005,Yang, Xue,,1
001555825400001,Sun, Luanhong,孙孪鸿,3
001474066100001,Yang, Li,杨丽,1
001474066100001,Hu, Guobing,胡国兵,2
001393340400001,Wu, Kongping,吴孔平,1
001393340400001,Cheng, Renxiang,程任翔,2
001393340400001,Zhang, Leng,张冷,3
001393340400001,Wang, Wenxiu,王文秀,4
001393340400001,Li, Fangzhen,,5
000768106100001,Luo, Yang,罗扬,1
000768106100001,Zheng, Wei,郑玮,3
000768106100001,Mo, Xiaohui,莫晓晖,4
000718154200003,Sun, Luanhong,孙孪鸿,1
000718154200003,Wang, Wei,汪玮,2
000718154200003,Hao, Lingyun,郝凌云,3
000718154200003,Jia, Zhichao,贾志超,4
000718154200003,Zhao, Yijie,赵毅杰,5
000718154200003,Zhi, Guowei,,6
000581697300001,Zhang, Donghui,张东徽,1
000507584900001,Tong, Lili,童丽丽,2
000507584900001,Xia, Chongli,,4
000340337200013,Lin, Xiaoxia,林晓霞,1
001563512400001,Zheng, Liming,郑李明,2
001250131300001,Sun, Feiyan,孙菲艳,6
000739929700017,Hu, Guobing,胡国兵,2
000739929700017,Yang, Li,杨丽,3
000548460100001,Qin, Runhua,秦润华,1
000548460100001,Hao, Lingyun,郝凌云,2
000548460100001,Li, Juan,李娟,3
000480299300014,Dou, Ru-Lin,窦如林,1
000480299300014,Shi, Wei-Juan,施卫娟,3
000397306200009,Zhang Xiaojuan,张小娟,1
000397306200009,Hao Lingyun,郝凌云,2
000397306200009,Wang Hehe,,3
000397306200009,Zhu Xingqun,,4
000397306200009,Zhang Zhiying,,5
000397306200009,Hu Xiaohong,胡小红,6
000422955000034,Miao, Z.,,2
000422955000034,Jing, L.,景岚,3
000422955000034,Chuanxi, X.,,4
000422955000034,Yuwei, L.,罗羽洧,5
000293366300127,Shao Fei,邵斐,1
001505547300001,Zhang, Leng,张冷,6
001505152200010,Feng, Lin,,1
001311793400001,Fan, Junjun,范俊俊,1
001311793400001,Wang, Yun,王耘,2
001311793400001,Hao, Zhenping,郝振萍,3
001311793400001,Zai, Xueming,宰学明,8
001282681000003,Huang, Buliao,黄不了,1
001135216300001,Ma, Xiaoyong,马小勇,1
000618076700061,Lin, Liu,,1
000540291200025,Wu, Kongping,吴孔平,1
000270019400003,Chen, Ling-ling,陈玲玲,1
001687265300012,Tang, Changjie,,3
001390115500009,Lin, Qing,林青,1
001390115500009,Zhang, Rui,张睿,2
001390115500009,Zhang, Xiujuan,,3
001390115500009,Li, Shuang,,4
001390115500009,Dai, Junhao,,5
001390115500009,Wang, Zhao,王昭,7
001390115500009,Liang, Dong,梁栋,8
001390115500009,Fu, Hailuo,付海罗,9
001390115500009,Zhang, Xiaojuan,张小娟,10
001341849100001,Li, Chaoyue,李超越,1
001341849100001,Liu, Sha,刘莎,2
001280746500001,Feng, Meiqin,冯美琴,2
001040905800065,Liu, Hui,刘慧,3
000942045500001,Liu, Suqiong,刘素琼,1
000942045500001,Xing, Xiaogang,邢晓刚,2
000942045500001,Wang, Shanshan,王珊珊,3
000883565700001,Yang, Huizhen,杨慧珍,1
000862671200002,Wang, Danbei,王丹蓓,7
000722862200002,Chen, Lin,陈琳,2
000721249300001,Qiu, Shuo,邱硕,2
000696622000002,Zhang, Zili,张子立,6
000582232200001,Zhang, Leng,张冷,1
000582232200001,Yu, Yongyi,,2
000582232200001,Yu, Jing,,3
000550557000002,Li, Jine,李金娥,1
000538949400001,Ma, Yan,马艳,3
000395119800008,Wang, Haoli,王昊利,1
000391967400032,Li, Hongqiu,李鸿秋,2
000295466200004,Zhang, Xiaojuan,张小娟,3
001558086400001,Li, Yazhi,李亚志,3
001149559900001,Hu, Guobing,胡国兵,2
000903958900001,Hu, Xingliu,胡兴柳,3
000896023500001,Hu, Yingfei,胡颖飞,3
000863156900026,Zhou Jinyu,周金宇,4
000695340000003,Su, Shoubao,苏守宝,1
000695340000003,Zhao, Wei,赵炜,2
000695340000003,Wang, Chishe,王池社,3
000709679300037,Yin, Tingting,殷婷婷,1
000709679300037,Yang, Zhong,杨忠,2
000709679300037,Wu, Youlong,吴有龙,3
000543298000032,Pang, Juan,庞娟,1
000543298000032,Li, Ming,李铭,3
000543298000032,Hu, Xiaohong,胡小红,4
000347408400008,Chen, Zhengyu,陈正宇,3
000331717400105,Mao, H. H.,茅慧华,2
001671623600001,Liu, Yanan,柳亚男,1
001671623600001,Wang, Suhao,,2
001671623600001,Cao, Lei,,3
001671623600001,Wang, Pengfei,,4
001671623600001,Qiu, Shuo,邱硕,6
001671623600001,Dong, Ruchan,董如婵,7
001622091900001,Zhang, Zheng,张正,1
001622091900001,Hao, Jie,,2
001622091900001,Hou, Tianhao,侯天浩,4
001622091900001,Liu, Yanan,柳亚男,5
001142282800001,Lei, Liu,,1
001098710100001,Chen, Miao,陈淼,4
001061066800001,Wang, Chishe,王池社,1
001061066800001,Wang, Jie,王洁,3
000945789000001,Sun, Luanhong,孙孪鸿,1
000945789000001,Zhao, Yijie,赵毅杰,2
000945789000001,Ye, Yuanfeng,叶原丰,3
000945789000001,Hao, Lingyun,郝凌云,4
000945789000001,Wang, Wei,汪玮,5
000945789000001,Guan, Hangmin,管航敏,6
000918760300001,Zhou, Jinyu,周金宇,2
000793576100002,Li, J. E.,李金娥,2
000589953500015,Luo, Ronghua,罗荣华,1
000485790300075,Qi, Zhengqing,祁正青,2
000461678300137,Jiang, Jin,姜劲,1
000461678300137,Ju, Quanyong,鞠全勇,4
000450597900101,Wang, Chunmeng,王春萌,2
000402819500014,Jiang Jin,姜劲,4
000309735600004,Wang, Yao,王瑶,2
001612020600002,Hu, Yingfei,胡颖飞,1
001612020600002,Guo, Suyang,,2
001612020600002,Xue, Yang,,3
001612020600002,Zhang, Wenyan,张文妍,5
001612020600002,Li, Junlin,李俊琳,6
001612020600002,Ye, Yuanfeng,叶原丰,7
001267852800001,Sheng, Baolu,盛宝璐,3
001006989400001,Sun, Feiyan,孙菲艳,5
000834700200008,Zhang, Xiao Min,张小敏,1
000834700200008,Yang, Xiao-Li,杨晓莉,2
000559625200038,Qu, Aiyan,曲爱妍,1
000507345600018,Li, Jine,李金娥,2
000520124500047,Tong, Lili,童丽丽,1
001606102600001,He, Xiaofang,何晓芳,3
001584738100001,Hou, Tianhao,侯天浩,1
001584738100001,Zhang, Zheng,张正,2
001584738100001,Wu, Qiuling,吴秋玲,3
001584738100001,Li, Hao,,5
001507533400001,Sun, Luanhong,孙孪鸿,1
001507533400001,Hua, Hao,,2
001507533400001,Wang, Wei,汪玮,3
001507533400001,Tang, Zhengxia,唐正霞,4
001507533400001,Zhao, Yijie,赵毅杰,5
001507533400001,Zeng, Hao,曾好,6
001507533400001,Ye, Yuanfeng,叶原丰,7
001373730200001,Hu, Guobing,胡国兵,2
001013949700001,Zhang, Chaolong,张朝龙,4
001153294100001,Li, Juan,李娟,1
000883482700001,Yin, Juan,尹娟,1
000842926200005,Liu, Fei,刘飞,1
000842926200005,He, Miao,,2
000842926200005,Dong, Zhenghua,,3
000842926200005,Wang, Yunji,王云姬,4
000566785400007,Qu, Aiyan,曲爱妍,1
000572193400012,Jin Yaqin,金雅琴,2
000274530100061,Luo, Yu-Wei,罗羽洧,1
000274530100061,Cui, Qun-Xiang,崔群香,3
001725286100002,Sun, Feiyan,孙菲艳,3
001733221300005,Sun, Lijuan,孙丽娟,1
001733221300005,Liu, Wei,刘伟,2
001725429700001,Yang, Huizhen,杨慧珍,1
001725429700001,Li, Xianshuo,,2
001725429700001,Sun, Chen,,4
001725429700001,Ye, Quanyi,叶全意,5
001703990600001,Guan, Minjun,管旻珺,4
001384183700001,Li, Liuwen,李刘文,1
001270008400001,Hu, Xuemin,胡学敏,8
000870006900007,Zhang, Donghui,张东徽,2
000509248700001,Tong, Lili,童丽丽,2
000509248700001,Xia, Chongli,,5
000432133500001,Li, Ming,李铭,1
000344157100005,Wang, Zhongwei,王忠伟,2
000256515700019,Li, Xinhua,李新华,4
001472018400001,Zhang, Kai,章凯,1
001467452400004,Guan, Hangmin,管航敏,2
001282681000001,Huang, Buliao,黄不了,2
001206869300001,Zhou, Jinyu,周金宇,3
001099486500001,Liu, Chao,刘超,1
000901438400003,Du, Shanshan,杜姗姗,1
000868352700005,Guo, Jing,郭婧,1
000793475200005,Li, J. E.,李金娥,2
000776505700001,Zhang, Yan,张燕,4
000769975800071,Li, Chaoyue,李超越,1
000769975800071,Xu, Lei,徐雷,3
000497160500076,Zou, Zhengyao,邹政耀,1
000317245800091,Yang, Xiao-Li,杨晓莉,1
000301042700019,Liu, P.,刘平,1
000301042700019,Jiang, H. L.,蒋洪良,3
000301042700019,Yang, Z. H.,杨卓慧,4
001621371500001,Wu, Qiuling,吴秋玲,1
001621371500001,Li, Hao,,2
001621371500001,Li, Mingjian,,3
001474539900001,Chen, Peng,陈鹏,1
001474539900001,Yang, Wenjie,,2
001474539900001,Ge, Yongqi,,3
001474539900001,Li, Xianshuo,,5
001474539900001,Qi, Zhengqing,祁正青,6
001474539900001,Yang, Huizhen,杨慧珍,7
001471759900001,Deng, Kaidong,邓凯东,4
001434159300001,Lin, Qing,林青,5
001231377000001,Qu, Aiyan,曲爱妍,2
001147295300001,Wang, Xuechun,王雪纯,1
000913804000001,Ding, Kaimeng,丁凯孟,1
000913804000001,Zeng, Yue,曾岳,2
000913804000001,Wang, Yingying,王莹莹,3
000913804000001,Yan, Xinyun,颜新云,5
001059921100001,Sheng, Baolu,盛宝璐,3
000901606400001,Luo, Yang,罗扬,1
000901606400001,Zheng, Wei,郑玮,3
000901606400001,Mo, Xiaohui,莫晓晖,4
000763904900004,Zhang, Xiao Min,张小敏,1
000763904900004,Yang, Xiao-Li,杨晓莉,2
000611902700002,Zhang, Xiao Min,张小敏,1
000611902700002,Yang, Xiao-Li,杨晓莉,2
000634456400001,Yan, Hao,阎浩,1
000634456400001,Gui, Wenming,桂文明,2
000594283100002,Pang, Juan,庞娟,1
000594283100002,Gao, Chang,,2
000594283100002,Hu, Xiaohong,胡小红,4
000594283100002,Li, Ming,李铭,5
000537193300038,Hu, Xingliu,胡兴柳,1
000537193300038,Si, Haifei,司海飞,2
000537193300038,Yu, Zhenzhong,余振中,4
000454472000025,Yu, Zhenzhong,余振中,1
000454472000025,Yang, Zhong,杨忠,3
000454472000025,Zhao, Guoshu,赵国树,4
000394887500001,Sun, Fei-yan,孙菲艳,3
000328601800004,Luo, Yu-wei,罗羽洧,1
000328601800004,Jin, Xiao-xiao,金潇潇,3
000328601800004,Wang, Qian,王茜,4
000328601800004,He, Yi-Jian,,5
000326781900003,Luo, Yu-Wei,罗羽洧,1
000326781900003,Jin, Xiao-Xiao,金潇潇,3
000326781900003,Wang, Qian,王茜,4
000326781900003,Zai, Xue-Ming,宰学明,5
001506011900001,Xu, Haiyan,徐海燕,1
001354155900001,Zhang, Chaolong,张朝龙,2
000797511800001,Liu, Tongjin,刘同金,1
000797511800001,Ban, Qiuyan,班秋妍,3
000797511800001,Wang, Changyi,王长义,4
000763904900003,Zhang, Xiao Min,张小敏,1
000763904900003,Yang, Xiao-Li,杨晓莉,2
000526423800026,Qin, Runhua,秦润华,1
000526423800026,Hao, Lingyun,郝凌云,2
000526423800026,Li, Juan,李娟,3
000526423800026,Wang, Yongheng,,4
000526423800026,Qi, Zhaoyin,,5
000526423800026,Liu, Gang,,6
000484644100062,Wang, Yun,王耘,1
000484644100062,Zai, Xueming,宰学明,5
000483683000005,Zhao Yuan,赵媛,2
000496247500001,Tong, Lili,童丽丽,3
000467838700011,Zhu, Lingxue,朱凌雪,2
000449836000018,Wang, Chunmeng,王春萌,1
000449944500027,Yu, Zhenzhong,余振中,1
000449944500027,Yang, Zhong,杨忠,2
000449944500027,Si, Haifei,司海飞,4
000449944500027,Zhao, Guoshu,赵国树,5
000326128800009,Ji, Shoukun,,1
000326128800009,Xu, Guishan,,2
000326128800009,Jiang, Chenggang,,3
000326128800009,Tu, Yan,,5
000326128800009,Zhang, Naifeng,,6
000326128800009,Ma, Tao,,7
000326128800009,Lou, Can,,8
000326128800009,Diao, Qiyu,,9
000272875700005,Zhang, Xiaojuan,张小娟,1
001551621900001,Du, Ling,都灵,9
001453705100001,Jiang, Yue,姜悦,4
001396314500008,Niu, Ruikun,牛瑞坤,1
001396314500008,Wu, Guanqi,,3
001348586000028,Zhu, Min,朱敏,1
001348586000028,Wang, Lingling,王玲玲,3
001348586000028,Huo, Feifei,霍飞飞,4
