UT,英文姓名,中文姓名,作者顺序
001192990100001,Zhu, Lingxue,朱凌雪,3
001129608900010,Niu, R. K.,牛瑞坤,1
001129608900010,Xu, X.,许筱,5
000967533000050,Jia, ZhiChao,贾志超,3
000891755900002,Gao, Lili,高丽丽,2
000749730300001,Liang, Dong,梁栋,3
000704485500001,Tong, Lili,童丽丽,3
000704485500001,Xia, Chongli,,4
000509824400001,Liang, Dong,梁栋,2
000435333500001,Wang, Sake,汪萨克,1
000409565300024,Zhang, Hui,张慧,1
000361073800015,Zhu, Lingxue,朱凌雪,1
001515870500001,Tang, Yujuan,唐玉娟,1
001515870500001,Guo, Zihao,,2
001283917100001,Yang, Xiaomei,杨晓梅,1
001196356400116,Liu, Xiao-meng,刘小萌,1
001196356400116,Zhang, Ying-quan,张颖泉,2
001162323500001,Zeng, Yue,曾岳,5
001045982200002,Chen, Lin,陈琳,5
001018585000001,Liu, Fei,刘飞,1
001018585000001,Wang, Jinlu,,2
001018585000001,Wang, Danbei,王丹蓓,3
000953920700001,Lin, Qing,林青,1
000953920700001,Fu, Hailuo,付海罗,3
000953920700001,Zhao, Yuan,赵媛,4
000953920700001,Liang, Dong,梁栋,5
000953920700001,Wang, Zhao,王昭,6
000953920700001,Zhang, Xiaojuan,张小娟,7
000967879700001,Yang, Lechan,杨乐婵,7
000782920300001,Tong, Lili,童丽丽,3
000782920300001,Xia, Chongli,,5
000789863000010,Zhao, Di,赵迪,2
000386155500013,Wang, Zhong-wei,王忠伟,1
000374677600011,Yao, Hong L.,姚宏亮,1
000352046800003,Zhang, Changqing,张长青,3
000260190400006,Wu En,吴恩,2
001466331500001,Zhao, Di,赵迪,4
001305757100040,Tao, Jing,陶静,1
001163729100068,Liu, Xiao-meng,刘小萌,1
001163729100068,Zhang, Ying-quan,张颖泉,2
001108663000001,Zhang, Rui,张睿,1
000984155000006,Tao, Jing,陶静,1
001375928800001,Hu, Xingliu,胡兴柳,4
000896370000001,Zhang, Jinbi,张金璧,1
000896370000001,Liu, Jingge,刘京鸽,7
000896370000001,Xu, Shiyong,徐世永,8
000879186700001,Zhang, Jing,张静,1
000876017900001,Qi, Zhengqing,祁正青,1
000876017900001,Chen, Peng,陈鹏,3
000876017900001,Zhang, Lingling,张玲玲,4
000876017900001,Ji, Ke,季珂,5
000701746800001,Wang, Zhao,王昭,1
000701746800001,Li, Xinhua,李新华,2
000701746800001,Zhang, Xiaojuan,张小娟,3
000701746800001,Lin, Qing,林青,5
000701746800001,Song, Wenli,宋文利,6
000701746800001,Hao, Lingyun,郝凌云,7
000608494500005,Huang, Yong,黄勇,3
000574423900006,Fang, Yuzhuo,房玉琢,1
000584510900143,Zhou, Yantao,周衍涛,1
000513900300001,Kuang, Caiyuan,匡才远,1
000513900300001,Ye, Cong,叶聪,2
000434978700062,Wang, Yun,王耘,2
000434978700062,Li, Hailing,李海玲,4
000434978700062,Zhang, Changqing,张长青,5
000358024700006,Deng, K. -D.,邓凯东,6
000359756100047,Zhang, Hui,张慧,1
000331411400005,Deng, K-D.,邓凯东,2
001698316200001,Chen, Xiang,陈祥,1
001698316200001,Chen, Xinyao,,2
001670054800001,Dong, Ruixia,董瑞霞,2
001670945300001,Tang, Yujuan,唐玉娟,1
001670945300001,Guo, Zihao,,4
001410328200001,Zhao, Huiyue,赵慧玥,5
000908711600064,Wang, Jiaqi,王嘉琦,3
000859359800002,Wang, Shunyao,王顺尧,4
000626519800001,Zhang, Hui,张慧,1
000479052200005,Wang, Hehua,王翯华,3
000370717900011,Huang, Yong,黄勇,1
000370717900011,Wang, Xiaoqiu,王晓秋,4
000306398600023,Hu, Xiaohong,胡小红,2
001582417700003,Fan, Lili,范利利,5
001329620900011,Wang, Fengfeng,王锋锋,1
001175350500001,Yu, Jingwei,于静巍,3
001025219600007,Jia, ZhiChao,贾志超,3
001036415900001,Zhang, Ping,张萍,1
001036415900001,Lei, Weiqiang,雷卫强,5
000760249400001,Su, Hui,苏慧,5
000664915500033,Yuan, Yinghui,袁颖辉,1
000721602700001,Liu, Jingge,刘京鸽,6
000473703100012,Feng, Mei-Qin,冯美琴,2
000510412400001,Meng, Chao,孟超,1
000510412400001,Dai, Xi,戴西,3
000439800100001,Zhao, Pinjiao,赵嫔姣,1
000439800100001,Hu, Guobing,胡国兵,3
000359873900037,Hu, Xiaohong,胡小红,6
000338276000006,Zhang, Hui,张慧,1
001633629000001,Chen, Yuzhi,陈育志,1
001633629000001,Li, Xinyang,,2
001633629000001,Miao, Hailin,缪海林,4
001633629000001,Zuo, Xi,左熹,5
001475340300001,Tang, Yujuan,唐玉娟,1
001475340300001,Guo, Zihao,,2
000889419500006,Huang, Yong,黄勇,6
000772700000001,Li, J. E.,李金娥,1
000751191300003,Liang, Dong,梁栋,2
000543385900379,Wang, Zhiling,王志凌,4
000528545800047,Hu, Guobing,胡国兵,1
000528545800047,Zhao, Pinjiao,赵嫔姣,3
000510922800001,Tong, Lili,童丽丽,3
000510922800001,Xia, Chongli,,5
000487997100144,Jiang, Jin,姜劲,1
000487997100144,Ju, Quanyong,鞠全勇,2
000459727300028,Deng, Kaidong,邓凯东,6
000349075800002,Zhang, Xiaojuan,张小娟,1
000349075800002,Hao, Lingyun,郝凌云,2
000349075800002,Chen, Xiaoyu,陈晓玉,4
000349075800002,Wu, Jimin,,6
000349075800002,Xu, Meng,,7
000349075800002,Pan, Qingqing,,8
000359986100004,Li, J. E.,李金娥,2
000329889100002,Deng, Kai-dong,邓凯东,2
000336500700013,Deng, Kaidong,邓凯东,5
000302902200020,Zhang, Xiaojuan,张小娟,1
000302902200020,Hao, Lingyun,郝凌云,5
000302902200020,Ye, Yuanfeng,叶原丰,6
000302902200020,Yang, Xiaoli,杨晓莉,7
000302902200020,Hu, Xiaohong,胡小红,8
001480428800002,Wang, Chishe,王池社,1
001480428800002,Wang, Jie,王洁,3
001480428800002,Yan, Xinyun,颜新云,4
001360599200001,Fan, Chang-Chun,范长春,2
001132160000024,Lu, Chenghao,鲁承昊,1
001060985400001,Hu, Caiping,胡彩平,1
001060985400001,Zhang, Hangchuan,,4
001060985400001,Liu, Haiqiang,刘海强,5
000988324900001,Ding, Kaimeng,丁凯孟,1
000988324900001,Zeng, Yue,曾岳,3
000988324900001,Wang, Yingying,王莹莹,4
000988324900001,Yan, Xinyun,颜新云,5
000869495300003,Feng, Meiqin,冯美琴,2
000841240900002,Liang, Dong,梁栋,3
000777095100001,Liang, Dong,梁栋,1
000700358700005,Lu, Yijing,,1
000700358700005,Song, Yongsheng,宋永生,2
000543720600100,Wang, Shuming,王书明,1
000543720600100,Zhang, Lin,张琳,2
000522093500042,Ban, Qiuyan,班秋妍,1
000396980600024,Li Huaiyuan,李怀远,1
000413260700042,Li, Hui,李慧,1
000413260700042,Zhang, Lihang,张理航,3
000413260700042,Hong, Lei,洪蕾,4
000389231000030,Zhang, Xiao Min,张小敏,1
000374709500013,Zhang, Hui,张慧,1
000336090000058,Wu Zhu-Hui,吴祝慧,1
000279211600024,Wu, En,吴恩,3
001681149000001,Zhou, Ziheng,周子恒,1
001681149000001,Zhang, Chaolong,张朝龙,2
001681149000001,Chen, Shi,陈石,3
001681149000001,Zhang, Yan,张燕,4
001521830800001,Wang, Xiaoqian,汪晓倩,1
001521830800001,Li, Xinyang,,2
001521830800001,Chen, Yuzhi,陈育志,3
001521830800001,Zuo, Xi,左熹,5
001403298000001,Fan, Lili,范利利,1
001266564300001,Guan, Jian,关剑,2
001160295500001,Zhu, Lingxue,朱凌雪,3
001051859200001,Li, Dehao,李德浩,3
000986974200001,Hu, Yingfei,胡颖飞,1
000986974200001,Hu, Qingyuan,,2
000986974200001,Qi, Yujia,,3
000986974200001,Zhang, Wenyan,张文妍,4
000986974200001,Wang, Yuanyuan,汪园园,6
000986974200001,Guan, Hangmin,管航敏,7
000986974200001,Hao, Lingyun,郝凌云,8
001033597700007,Wu, Ming,伍鸣,1
000884223400001,Tong, Lili,童丽丽,1
000824385600001,Zhao, Di,赵迪,2
000759507200001,Zhang, Jinbi,张金璧,3
000747509500001,Tong, Lili,童丽丽,1
000747509500001,Xu, Xiaogang,,4
000747509500001,Xia, Chongli,,5
000598712300006,Ye Quanyi,叶全意,1
000598712300006,Gao Yingjie,高英杰,2
000598712300006,Tian Jin,田锦,3
000598712300006,Hu Xingliu,胡兴柳,4
000586425700012,Gu, Xiaoyan,顾晓燕,2
000561267900001,Zhang, Hui,张慧,1
000488889600025,Zhang, Hui,张慧,1
000449893700013,Qian, Gang,钱刚,1
000351587500021,Li, Xinhua,李新华,2
000309128600005,Hu, Xiaohong,胡小红,5
001562022000001,Qu, Aiyan,曲爱妍,3
001360151400001,Song, Yongsheng,宋永生,1
001360151400001,Xu, Mengyao,,3
001360151400001,Jia, Huijuan,贾慧娟,5
001360151400001,Zhong, Wen,钟雯,6
001254838500001,Yuan, Huili,苑惠丽,1
001254838500001,Yang, Yanan,杨亚楠,2
001254838500001,Hu, Yinan,胡忆南,3
001153993300001,Wu, Ming,伍鸣,1
001123459000001,Zhang, Jinbi,张金璧,1
001123459000001,Dou, Yizhe,,5
001123459000001,Xu, Shiyong,徐世永,6
001123459000001,Liu, Jingge,刘京鸽,7
001147601400001,Tang, Yujuan,唐玉娟,3
000859507100001,Wang, Zhao,王昭,1
000859507100001,Guo, Xinyu,,2
000859507100001,Hao, Lingyun,郝凌云,3
000859507100001,Zhang, Xiaojuan,张小娟,4
000859507100001,Lin, Qing,林青,5
000788778500001,Chen, Xiaoyun,陈晓云,1
000789923100004,Wang, Shunyao,王顺尧,1
000719396100001,Sun, Jian,孙健,1
000719396100001,Hu, Guobin,胡国兵,2
000679792700001,Hua, Shuchun,华树春,2
000509251600001,Tong, Lili,童丽丽,3
000509251600001,Xia, Chongli,,5
000501745700056,Chen, Jing,陈静,1
000501745700056,Zhao, Wei,赵炜,2
000458539000008,Xu, Haiyan,徐海燕,1
000441173100059,Guo, Hongtao,郭洪涛,7
000362569200002,Zhang, Hui,张慧,1
001445907300001,Fan, Junjun,范俊俊,6
001684672700001,Wei, Guanghua,魏广华,1
001684672700001,Wang, Bingjun,王丙均,2
001287779900001,Ma, Jingze,,1
001287779900001,Fan, Junjun,范俊俊,2
001194608600001,Yan, Xinyun,颜新云,5
001248226600027,Xue, Mei,薛媚,1
001012382300001,Tang, Qian,唐倩,1
001012382300001,Zhang, Minyang,张民扬,5
001012382300001,Deng, Kaidong,邓凯东,6
000900845400010,Zheng, Wei,郑玮,1
000570698600001,Tong, Lili,童丽丽,3
000435425100008,Zhang, Hui,张慧,2
000442620100006,Yao, Wang,王瑶,4
000423261400015,Xin, Yuhong,辛玉红,3
000348946200005,Luo, Biping,罗碧平,1
000340583600001,Huang, Yong,黄勇,1
000325521700006,Zhang, Hui,张慧,1
000327260100028,Hu, Xiaohong,胡小红,5
000312056200012,Deng, K. -D.,邓凯东,1
001665691300001,Wang, Xiaoqian,汪晓倩,1
001665691300001,Li, Xinyang,,2
001665691300001,Chen, Yuzhi,陈育志,3
001665691300001,Zuo, Xi,左熹,5
001469193400001,Hu, Xuemin,胡学敏,3
001172976800001,Deng, Yaling,邓亚玲,1
001172976800001,Xu, Yu,许煜,3
001172976800001,Gao, Chenhong,,4
001172976800001,Wu, Zhe,,5
000939601400005,Liu, Xiaomeng,刘小萌,1
000939601400005,Zhang, Yingquan,张颖泉,2
000596327600015,Zhang, Hui,张慧,1
000530663400009,Meng, Chao,孟超,1
000534483900031,Ma, Qun,,3
000464850800044,Chen, Yuzhi,陈育志,3
000490563900045,Tang, S.,汤澍,1
000425684000010,Peng Xiaozhi,彭小智,1
000425684000010,Ma Ling,马凌,3
000395833300009,Tang, Yujuan,唐玉娟,1
000395833300009,Yang, Zhong,杨忠,2
000368798800001,Deng, Kaidong,邓凯东,6
000325046900017,Lin Xiao-Xia,林晓霞,1
000325046900017,Hao Ling-Yun,郝凌云,4
001689246700001,Qiu, Tian,,1
001646037400001,Fan, Lili,范利利,3
001432410800071,Zhang, Weiya,张维亚,1
001432410800071,Tang, Shu,汤澍,3
001379863600001,Wang, Fengfeng,王锋锋,1
001355982300001,Xiong, Juanjuan,熊娟娟,1
001159886100001,Wang, Fengfeng,王锋锋,1
000966116700001,Liang, Dong,梁栋,1
000966116700001,Zhang, Xiaomeng,,3
000966116700001,Ye, Yuanfeng,叶原丰,4
000966116700001,Cao, Jingxin,,5
000966116700001,Hu, Xingxing,,6
000966116700001,Song, Yao,,7
000966116700001,Wei, Qianwen,,8
000947872100001,Yang, Xiaomei,杨晓梅,1
000740634900004,Lu, Mei,路梅,1
000723331200001,Xue, Mei,薛媚,6
000612963200001,Tong, Lili,童丽丽,3
000519337100011,Dai, Shaoyu,戴绍虞,1
000509256800001,Tong, Lili,童丽丽,2
000509256800001,Xia, Chongli,,4
000502784300018,Zhao, Pinjiao,赵嫔姣,1
000502784300018,Hu, Guobing,胡国兵,2
000497246400020,Ji, Ke,季珂,1
000505674400019,Tang, Shu,汤澍,1
000505674400019,Xu, Zilin,徐子琳,4
000505674400019,Chen, Lingling,陈玲玲,5
000454278400001,Xie, Hui,谢慧,1
000454278400001,Yang, Zhong,杨忠,2
000451421700170,Zai, X. M.,宰学明,2
000426337900053,Li, Hui,李慧,1
000426337900053,Zhang, Lihang,张理航,3
000395143200001,Mo, Xiaohui,莫晓晖,1
000407442600008,Zhang, Hui,张慧,1
000323369700097,Zhang, Changqing,张长青,5
001670479900001,Deng, Yaling,邓亚玲,5
001404512000001,Yang, Huizhen,杨慧珍,1
001404512000001,Tang, Lingzhe,,2
001404512000001,Chen, Peng,陈鹏,4
001404512000001,Yang, Wenjie,,5
001404512000001,Li, Xianshuo,,6
001404512000001,Ge, Yongqi,,7
000857740500001,Qu, Yawei,曲雅微,5
000698784300003,Su, Hui,苏慧,1
000623140300013,Wang Hehua,王翯华,3
000473632500001,Hu, Xiaohong,胡小红,1
000473632500001,Gao, Ziyu,,2
000473632500001,Wang, Huiming,,4
000473632500001,Mao, Xincheng,,5
000473632500001,Pang, Juan,庞娟,6
000436052500005,Deng, K. D.,邓凯东,1
000436052500005,Chen, Y. H.,陈玉华,6
000436052500005,Jiang, J. J.,蒋加进,7
000448994200001,Xu, Qin,徐琴,4
000426140000027,Wu, Ming,伍鸣,1
000407403300002,Zhang, Zhicheng,张志成,1
000407403300002,Dai, Dingzhen,戴鼎震,3
000411836200001,Hu, Xiaohong,胡小红,1
000411836200001,Chen, Shangneng,,2
000411836200001,Gao, Ziyu,,4
000411836200001,Wang, Xin,王昕,5
000411836200001,Chen, Pin,,6
000366943200035,Hu, Xiaohong,胡小红,1
000366943200035,Wang, Xin,王昕,3
000366943200035,Chen, Pin,,4
001526157300001,Li, Jine,李金娥,1
001076895300002,Chen, Junhong,陈俊红,1
001076895300002,Dai, Wei,戴薇,2
001076895300002,Lei, Weiqiang,雷卫强,4
001076895300002,Dai, Dingzhen,戴鼎震,5
001032332800001,Feng, Meiqin,冯美琴,2
000951525400001,Wu, Kongping,吴孔平,4
000905565700008,Liu, Jing,刘静,4
000657216900001,Hu, Guangming,胡光明,3
000589257300057,Ma, Qun,,3
000530067800005,Li, J. E.,李金娥,3
000509030600001,Zhang, Hui,张慧,1
000540092900001,Gao, Sumei,高素美,1
000540092900001,Chen, Qianwei,陈乾伟,4
000462748400001,Tang, Yu-juan,唐玉娟,2
000456763600018,Feng, Lei,封磊,1
000456763600018,Zhu, Jun,朱俊,3
000459858100001,Pang, Juan,庞娟,1
000459858100001,Gao, Ziyu,,2
000459858100001,Mao, Xincheng,,4
000459858100001,Wang, Huiming,,5
000459858100001,Hu, Xiaohong,胡小红,6
000430213200015,Wang, Sake,汪萨克,1
000427096200001,Zhang, Hui,张慧,1
000351249300029,Zhu, Lingxue,朱凌雪,2
001527134600001,Ma, Haoxia,马好霞,3
001313161400001,Li, Jingxian,李景仙,3
001279732600001,Zheng, Wu,郑武,1
001269010600001,Liu, Z.,刘震,1
001269010600001,Wang, R. X.,王瑞雪,2
001228505800001,Zuo, Xi,左熹,3
001193647800001,Wang, Jiaqi,王嘉琦,2
001170470000001,Xu, Bei,许蓓,1
001107851100001,Wang, Yingying,王莹莹,1
001107851100001,Ding, Kaimeng,丁凯孟,3
000879973800001,Wu, Kongping,吴孔平,3
000803142800001,Feng, Mei-qin,冯美琴,2
000702874700004,Zhu, Min,朱敏,1
000675386400004,Guo, Jing,郭婧,1
000675386400004,Zhu, Xianjun,朱咸军,2
000529075900007,Deng, Kai-Dong,邓凯东,1
000529074400007,Hu, Guang Ming,胡光明,1
000514015000043,Zhang, Hui,张慧,1
000501797900002,Zhang, Hui,张慧,1
000440947600009,Chen, Lingling,陈玲玲,1
000440947600009,Yan, Wei,严伟,3
000445793800005,Zhi, Chen Yu,陈育志,4
000345473300001,Zhang, Wenyan,张文妍,1
000345473300001,Hao, Lingyun,郝凌云,2
000345473300001,Lin, Qin,林青,3
000345473300001,Chen, Xiaoyu,陈晓玉,6
001314692900001,Fu, Hailuo,付海罗,1
001314692900001,Zhu, Chenghao,,3
001314692900001,Liu, Shuyang,,4
001314692900001,Lin, Qing,林青,5
001229899300001,Feng, Zhiqiang,冯志强,1
001229899300001,Yang, Xiaoli,杨晓莉,2
000936492500001,Hu, Yingfei,胡颖飞,1
000936492500001,Min, Xinyi,,2
000936492500001,Qi, Yujia,,3
000936492500001,Zhang, Wenyan,张文妍,4
000936492500001,Wang, Yuanyuan,汪园园,6
000936492500001,Guan, Hangmin,管航敏,7
000936492500001,Hao, Lingyun,郝凌云,8
001006036800001,Zhu, Qingli,朱庆莉,1
001006036800001,Gu, Heng,顾恒,3
000839925200001,Wang, Zhiling,王志凌,1
000839925200001,Zhou, Jinyu,周金宇,2
000839925200001,Li, Chaoyue,李超越,4
000833773100001,Zhu, Lingxue,朱凌雪,1
000771389500001,Tian, Liping,田丽萍,1
000771389500001,Shen, Lingbin,沈令斌,2
000771389500001,Chen, Lin,陈琳,4
000885368300035,Zheng, Tiantian,郑田田,1
000712538800005,Tian, Liping,田丽萍,1
000712538800005,Shen, Lingbin,沈令斌,2
000712538800005,Chen, Lin,陈琳,3
000693400300006,Gao, Sumei,高素美,1
000693400300006,Ju, Quanyong,鞠全勇,2
000565772700006,Chen, Yuzhi,陈育志,4
000565772700006,Wang, Yao,王瑶,5
000473081200001,Liang, Dong,梁栋,1
000464854900007,Shen, Qianyan,沈乾彦,1
000464854900007,Ma, Xingyun,,3
000434703400046,Zhang, Jing,张静,1
000372156200045,Zhang, Zhicheng,张志成,2
000372891500006,Chen, Lingling,陈玲玲,2
000371739000018,Huang, Yong,黄勇,1
000382329200007,Feng, Mei-qin,冯美琴,2
000367549200053,Tang, Yujuan,唐玉娟,3
000363257500005,Chen, Y. Z.,陈育志,4
000359247800001,Yan, Xiaoyong,严筱永,1
000359247800001,Yu, Jimin,,3
000359247800001,Yang, Zhong,杨忠,4
000334605900012,Wu, Ming,伍鸣,1
000304813100048,Feng, Meiqin,冯美琴,1
000253988200001,Zhang, Dingdong,张定东,1
001739549000001,Wang, Jianquan,王建全,6
001684676800001,Yun, Zengxin,云增鑫,5
001554682700028,Liu, Haiqiang,刘海强,1
001437370500001,Wei, Pengfei,韦鹏飞,1
001329802800001,Zhu, Zhu,朱柱,11
001278377200001,Tong, Li-Li,童丽丽,7
001124911400002,Song, Yongsheng,宋永生,3
000914127200001,Chen, Yuzhi,陈育志,4
000716047700001,Liu, Dan,刘聃,4
000757529900023,Chen, Yuhua,陈玉华,1
000498919700020,Wang, Kunyan,王昆彦,3
000491014200002,Fan, Junjun,范俊俊,2
000460900700001,Hu, Xiaohong,胡小红,1
000460900700001,Gao, Ziyu,,2
000460900700001,Zhang, Long,,4
000438591400001,Meng, Chao,孟超,2
000402010300001,Du, Shanshan,杜姗姗,1
000333543900004,Wang, Hehua,王翯华,1
000297734500011,Wei Peng-fei,韦鹏飞,1
000297734500011,Zhou Hong-qing,,2
001551388700001,Ni, Yuan,倪媛,1
001522808900001,Fan, Chang-Chun,范长春,3
001517614500001,Zhang, Jinbi,张金璧,1
001446307800001,Zuo, Xi,左熹,3
001402997700001,Yang, Huizhen,杨慧珍,2
001350056900001,Feng, Meiqin,冯美琴,2
001205188300001,Shi, Xin,施昕,1
001028069300001,Jiang, Xiaowei,江筱薇,4
001012274500001,Zeng, Yue,曾岳,5
001026158400001,Miao, Hailin,缪海林,2
001026158400001,Chen, Yuzhi,陈育志,3
000901794700001,Liang, Dong,梁栋,5
000908907900001,Zhao, Yijie,赵毅杰,1
000908907900001,Hu, Xuan,,2
000908907900001,Hu, Rongrong,,3
000908907900001,Wang, Xingjian,,4
000908907900001,Gu, Zhangyu,,5
000908907900001,Zhang, Xiaojuan,张小娟,6
000908907900001,Zhao, Yuan,赵媛,7
000719801400001,Huang, Donghui,黄冬辉,4
000719801400001,Chen, Yuzhi,陈育志,5
000680434500008,Chen, Xiaoyun,陈晓云,1
000605543000001,Zhang, Jinbi,张金璧,1
000589828900003,Tong, Lili,童丽丽,3
000589828900003,Xia, Chongli,,5
000509784000017,Wang, Hehua,王翯华,3
000489699700046,Liang, Dong,梁栋,2
000412113700001,Jiang, Xiaowei,江筱薇,1
000396078900001,Xu, Shiyong,徐世永,2
000396078900001,Chen, Qing,陈清,4
000317149700014,Deng Kai-dong,邓凯东,1
000251854800003,Zhang, Dingdong,张定东,1
001694246300001,Tang, Jiaxuan,唐家轩,1
001694246300001,Chen, Yuting,,2
001694246300001,Wang, Lulu,,5
001694246300001,Zhang, Junyi,,6
001694246300001,Chen, Yuying,陈雨莹,7
001646306200001,Fu, Hailuo,付海罗,1
001646306200001,Zhu, Chenghao,,2
001646306200001,Lin, Qing,林青,4
001646306200001,Jiao, Yihan,,5
001646306200001,Liu, Shuyang,,6
001612329900001,Feng, Mei-qin,冯美琴,1
001556606400001,Fu, Bin,符斌,4
001450215900001,Huang, Yong,黄勇,1
001238774200001,Mao, Huihua,茅慧华,1
001238774200001,Zhang, Jinbi,张金璧,3
001238774200001,Zhang, Xu,张旭,4
001238774200001,Xu, Shiyong,徐世永,5
001363275200020,Liu, Sha,刘莎,1
001114034600001,Liang, Dong,梁栋,1
000958317900001,Wang, Yue,,2
000910852300001,Liang, Dong,梁栋,3
000807700700006,Yazhi, Li,李亚志,4
000796103000001,Liu, Sha,刘莎,1
000756978800001,Liu, Sha,刘莎,1
000618050400012,Feng, Mei-qin,冯美琴,2
000393245000023,Wang, Hehua,王翯华,3
000374156000036,Tian, Jin,田锦,3
000372940600003,Huang, Dandan,黄丹丹,2
000343328500022,Pang, Juan,庞娟,1
000335830600035,Deng, K. D.,邓凯东,1
000296996200004,Zhang, Dingdong,张定东,8
001581934500001,Chen, Xiang,陈祥,6
001400101300001,Dong, Ruchan,董如婵,1
001400101300001,Xia, Jinwei,,2
001400101300001,Hong, Lei,洪蕾,4
001371810500001,Yan, Hui,严慧,1
001371810500001,Zheng, Wei,郑玮,4
001183114800001,Fan, Junjun,范俊俊,7
001151891400001,Deng, Yaling,邓亚玲,1
001151891400001,Xu, Yu,许煜,2
001151891400001,Huang, Yiyang,,4
000923128000001,Wang, Bingjun,王丙均,2
000825512600001,Zhu, Lingxue,朱凌雪,1
000760273700004,Guan, Hangmin,管航敏,1
000760273700004,Zhang, Wenyan,张文妍,3
000760273700004,Wang, Wei,汪玮,4
000760273700004,Hu, Yingfei,胡颖飞,5
000617981800001,Dai, Shaoyu,戴绍虞,1
000536959000003,Wang, Nannan,王楠楠,3
000527338500001,Shen Qianyan,沈乾彦,2
000496186500012,Zhang, Hui,张慧,1
000485288200001,Pang, Juan,庞娟,1
000485288200001,Gao, Ziyu,,2
000485288200001,Mao, Xincheng,,4
000485288200001,Xu, Jialing,,5
000485288200001,Kong, Jingyang,,6
000485288200001,Hu, Xiaohong,胡小红,7
000454037300008,Li, Jine,李金娥,1
000386408200016,Xu, Shiyong,徐世永,2
000386408200016,Chen, Qing,陈清,5
000387307600017,Xu, Haiyan,徐海燕,2
000386123900007,Hu, Xiaohong,胡小红,1
000386123900007,Chen, Pin,,3
000386123900007,Wang, Xin,王昕,4
000386123900007,Pang, Juan,庞娟,5
000318046800018,Hu, Xiaohong,胡小红,4
001459915900002,Fu, Hailuo,付海罗,1
001164696000033,Zhao, Juan,赵娟,4
001045193700001,Zhang, Jiaxi,,2
000901373100001,Zhang, Yan,张燕,4
000728514600013,Mansour, Romany F.,,3
000728514600013,Su, Shoubao,苏守宝,4
000582735400049,Feng, Mei-qin,冯美琴,2
000540749400035,Zhang, Zheng,张正,1
000540749400035,Liu, Yanan,柳亚男,2
000540749400035,Zuo, Qinyuan,,3
000540749400035,Qiu, Shuo,邱硕,5
000540749400035,Cheng, Yuan,程远,6
000487387400001,Wang, Nannan,王楠楠,3
000459527000063,Chen, Yuzhi,陈育志,1
000459527000063,Xuan, Weihong,宣卫红,3
000459527000063,Zhou, Zan,,4
